,File Name,Plant,Site,Controller,Controller Count,Date,Day,Month,Year,Back Up Saved,Network/Communication Device,ODA Frost,Immersion Frost,Room Frost/3rd Stage Frost,BST/GMT Start +1HR,Heat Disapation,Panel Lights,Panel Condition,Boiler Lead/Lag,Input Analogue,Input Digital,Output Analogue,Output Digital,Maintenance Analogue,Maintenance Digital,Scheduling,Scheduling Count,Fault Count,Falut,Comments,Recommendation
190,St Colman's PS Bann\50-0278A St Colman's Bann PS.pdf,Boilerhouse,50-278A St Colman's Bann PS ,"Delta eBUS + 3x eBM Mods (404,440,800), Touch Screen",4,12-11-2019,12,11,2019,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,N/A,6,7,5,4,0,0,"School HTG,DHW",2,0,,,
191,St Colman's PS Dromore\50-0274A St Colman's PS Dromore.pdf,Boilerhouse,50-0274A St Colman's PS Dromore ,"Allen Martin Odyssey,Keypad",2,7-2-2020,7,2,2020,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5,2,1,7,0,0,"Zone,DHW 1,DHW 2",3,2,1,"VT Actuator faulty,Zone HTG Flow Sensor Out of pocket","Replacement In Hand,Left out due to valve being in manual."
192,St Colman's PS Saval\50-0270A St Colman's PS.pdf,Boilerhouse,50-0270A St Coleman's PS ,"Trend IQ241, Moden and Keypad",2,6-2-2020,6,2,2020,N/A,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,N/A,9,6,1,9,0,0,"Admin HTG,UFH HTG,DHW,Schoo HTG Fix,Kitchen Gas Boielr",5,0,,,
193,St Francis PS Lurgan\50-0446A St Francis PS Lurgan.pdf,Boilerhouse,St Francis PS 50-0446A ,"IQ241 x 1, NDP x 1",2,19-3-2020,19,3,2020,Un-Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,7,10,0,9,0,0,"Boys Pumps (St Josephs),Girls Pumps (St Peters),DHW",3,0,,,
194,St Malachys PS Carnagat\St Malachys PS Carnagat.pdf,Boiler House,St Malachys PS Carnagat 50-0332A ,"DSC1616e x 2, dfm1600, dfm400p x 2, etouch",4,16-10-2019,16,10,2019,N/A,Satisfactory,N/A,N/A,N/A,Satisfactory,N/A,N/A,Satisfactory,N/A,22,22,4,18,8,0,"Main Sch Htg,SMK dinning Htg,Assembly Hall Htg,Nursery Htg,SMK DHW,School DHW",6,2,"DHW Sch,DHW SMK","ongoing issue with Valves,ongoing issue with Valves","in hand with EASR MO,in hand with EASR MO"
195,St Malachys PS Carrickcroppen\St Malachys PS Carrickcroppen 50-0334A.pdf,Boilerhouse,St Malachys PS Carrickcroppen 50-0334A ,"Delta 1616E, DFM 400p x2,DNT_T305",3,18-10-2019,18,10,2019,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,N/A,12,2,3,7,0,0,"Class Heating,Nursery,Hall,DHW,School DHW",5,1,assembly nursery valves,Both Actuators faulty,replace
196,St Mary's PS Derrytrasna\50-0352A St Mary's PS Derrytrasna.pdf,Boilerhouse,50-0352A St Mary's PS (Derrytrasna) ,"Delta eBMGR, iSMA-B-Mix38, HMI Touchscreen",3,4-2-2020,4,2,2020,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,N/A,4,11,1,6,0,0,"School HTG,DHW",2,1,DHW Pri Pump,Power Supply cable covering taped to pump.,replace plastic cover for electronics of pump
197,St Michaels PS Finnis\50-0378A St Michaels PS Finnis.pdf,Boilerhouse,St Michaels PS Finnis  50-0378A ,"Odyssey 12,Touchscreen",2,13-11-2019,13,11,2019,Un-Satisfactory,N/A,Satisfactory,Un-Satisfactory,Satisfactory,N/A,Satisfactory,Satisfactory,Satisfactory,N/A,7,0,2,8,0,0,"Zone 1,Zone 2,DHW",3,3,"Boiler flow,Zone 1,zone 2","sensor faulty,Sensor lid missing,Sensor above radiator","replace,replace,relocate"
198,St Oliver Plunketts PS\St Oliver Plunketts PS 2.pdf,Boilerhouse,50-0382A St Oliver Plunketts PS Ballyhegan ,"Delta DSC_1616E x2, DFM_400P,Touchscreen",3,5-11-2019,5,11,2019,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,N/A,14,14,4,14,0,0,"SCH DHW,Sch Heating,Hall Heating,SMK Heating,SMK DHW",5,3,"SMK Sensor,Boiler Return Sensor,Hall VT Sensor","Faulty,Lid missing,Lid Loose","Replace,Replace,Replace"
199,St Oliver Plunketts PS\St Oliver Plunketts PS.pdf,Boilerhouse,50-0382A St Oliver Plunketts PS Ballyhegan ,"Delta DSC_1616E x2, DFM_400P,Touchscreen",3,5-11-2019,5,11,2019,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,N/A,14,14,4,14,0,0,"SCH DHW,Sch Heating,Hall Heating,SMK Heating,SMK DHW",5,3,"SMK Sensor,Boiler Return Sensor,Hall VT Sensor","Faulty,Lid missing,Lid Loose","Replace,Replace,Replace"
200,St Patricks PS Armagh\50-0394A St Patricks Ps Armagh.pdf,Boilerhouse,50-0394A St Patricks Ps Armagh ,"Trend 131 +,NDP",2,26-11-2019,26,11,2019,N/A,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,N/A,N/A,N/A,8,1,2,7,0,0,"Infants,2 Storey,Assembly Hall",3,0,,,
201,St Patricks PS Crossmaglen\50-0398A St Patricks PS Crossmaglen Boilerhouse 041019.pdf,Boilerhouse,St Patricks PS Crossmaglen (50-0398A) ,"Delta 1616e x2,Touchscreen (principals office)",2,4-10-2019,4,10,2019,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,19,5,5,15,0,0,"Main Sch Heating,2 Storey Heating,Dining Heating,SMK DHW,SCH DHW",5,2,"Actuator,Actuator/valve","Sch Dhw actuator faulty,Valve lay on its back and has grown stiff got freed to a","replace 24v 0-10 actuator,replace 3 port and 24v 0-10 actuator"
202,St Patricks PS Magheralin\50-0412A ST Patrick's PS Magheralin.pdf,Boilerhouse,50-0412A St Patrick's PS Magheralin ,"Delta eBMGR, iSMA, Touchscreen",3,11-11-2019,11,11,2019,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,N/A,8,0,1,6,0,0,"Sch HTG,Sch DHW",2,0,,,
203,St Patricks PS Mayobridge\50-0414ASt Patricks PS Mayobridge.pdf,Boilerhouse,50-0414A St Patrick's PS Mayobridge ,"Compri HX, Priva Touchscreen",2,19-3-2020,19,3,2020,N/A,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Un-Satisfactory,Satisfactory,Satisfactory,7,2,2,6,0,0,"Classrooms HTG,Ass Hall HTG,DHW",3,2,"1,2","Boiler Return  reading higher than Boiler Flow,Panel Lights not working","Replace both Sensors,Replace all"
204,St Patricks PS Mullanahoe\50-0418A St Patricks PS Mullanahoe.pdf,Boilerhouse,St Patricks PS Mullanahoe 50-0418A ,Siemens pxc22 + Touchscreen( Sec office),1,8-10-2019,8,10,2019,Un-Satisfactory,Satisfactory,Un-Satisfactory,Un-Satisfactory,Un-Satisfactory,Un-Satisfactory,Un-Satisfactory,Satisfactory,Satisfactory,Satisfactory,7,8,0,12,0,0,"VT Heating,Storey VT Heating,Hall Heating,DHW,AHU",5,3,"Frost,Back up,heat diss","Appears to be some software for frost but unable to access setpoints of totest properly,No back up on site, if plugged into this controller with out a back up allsoftware could be lost.,no access to this point also, again appears to be some software un boardbut cannont access to test correctly","EA & or CHC to loacte backup set to easr spec,EA & or CHC to loacte backup set to easr spec,EA & or CHC to loacte backup set to easr spec"
205,St Ronans PS Newry\50-0430A St Ronans PS Newry.pdf,Boilerhouse,"50-0430A St Ronans PS, Newry ",Trend Iq111+ x 1,1,2-3-2020,2,3,2020,Un-Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,2,0,0,0,0,0,"School Htg,School DHW",2,1,"Frost,Back up,heat diss",very little shown on BMS,Upgrade
206,Tullygally PS\50-0162A Tullygally PS.pdf,Boilerhouse,Tullygally PS 50-0162A ,"1 x IQ241, 1 x NDP",2,19-3-2020,19,3,2020,Un-Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,8,5,0,5,0,0,"Infant Block Htg,1300-1600 Main School Block Htg,Adult Learn Htg,1300-1600 Ass Hall Htg",4,4,"ODA Sensor,Block A,Ass Hall,NOTE:","Direct Sunlight,Damaged,needs removed","Move to suitable position,Find and replace,Replace and use guard also"
207,Windsor PS\50-0170A Windsor PS.pdf,Boilerhouse,50-0170A Windsor Hill PS ,"Allen Martin Odyssey x 1, Keypad x 1",2,2-3-2020,2,3,2020,Un-Satisfactory,Un-Satisfactory,Satisfactory,Satisfactory,N/A,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,10,0,0,8,0,0,"Zone 1 Htg,Zone 2 Htg,Zone 2 Htg",3,1,"ODA Sensor,Block A,Ass Hall,NOTE:",Old AM system,Look to upgrade
208,Donard Special School - Fail\Donard Special School - Fail-1-15.pdf,BoilerHouse,50-3010A Donard SCS ,"iqview8, iq242, iq221, iq412 (extension)",4,13-1-2020,13,1,2020,N/A,Satisfactory,N/A,N/A,N/A,N/A,N/A,N/A,Satisfactory,Satisfactory,5,13,2,14,2,0,"Block A Htg,Block B Htg,Block C Htg,School DHW,SMK",5,3,"smk sec pump,sch dhw pri pump,oil drop valve","pump tripped - unable to reset,pump tripping,new cable have been pulled - not terminated","replace DOL 0.6 - 1.0a,mech rep to further replacement pump,trace cables and terminate - LMS & WMC"
209,Donard Special School - Fail\Donard Special School - Fail-100-104.pdf,UFH Manifold M15 Ext,50-3010A Donard SCS ,Trend iq4e,1,13-1-2020,13,1,2020,N/A,Satisfactory,N/A,N/A,N/A,N/A,N/A,Satisfactory,Satisfactory,Satisfactory,4,3,1,4,0,0,UFH,1,0,,,
210,Donard Special School - Fail\Donard Special School - Fail-16-20.pdf,UFH Manifold M1 - Z3,50-3010A Donard SCS ,trend iq221,1,13-1-2020,13,1,2020,N/A,Satisfactory,N/A,N/A,N/A,N/A,N/A,Satisfactory,Satisfactory,Satisfactory,5,0,6,1,0,0,,,2,"Hygene Room temp,Hygene tele head","sensor faulty,faulty tele head","being repaired under CN - in hand,Replace"
211,Donard Special School - Fail\Donard Special School - Fail-20-25.pdf,UFH Manifold M1 - Z3b,50-3010A Donard SCS ,Trend Iq212,1,13-1-2020,13,1,2020,N/A,Satisfactory,N/A,N/A,N/A,N/A,N/A,Satisfactory,Satisfactory,Satisfactory,1,0,1,0,0,0,,,0,,,
212,Donard Special School - Fail\Donard Special School - Fail-26-30.pdf,UFH Manifold M2 - Z3,50-3010A Donard SCS ,Trend Iq221,1,13-1-2020,13,1,2020,N/A,Satisfactory,N/A,N/A,N/A,N/A,N/A,Satisfactory,Satisfactory,Satisfactory,5,0,5,1,0,0,,,0,,,
213,Donard Special School - Fail\Donard Special School - Fail-31-35.pdf,UFH Manifold M3 - Z3,50-3010A Donard SCS ,Trend Iq221,1,13-1-2020,13,1,2020,N/A,Satisfactory,N/A,N/A,N/A,N/A,N/A,Satisfactory,Satisfactory,Satisfactory,5,0,6,1,0,0,,,0,,,
214,Donard Special School - Fail\Donard Special School - Fail-36-40.pdf,UFH Manifold M4 - Z1,50-3010A Donard SCS ,Trend iq221,1,13-1-2020,13,1,2020,N/A,Satisfactory,N/A,N/A,N/A,N/A,N/A,Satisfactory,Satisfactory,Satisfactory,4,0,5,1,0,0,,,1,interview room,sensor low temp - apx 4oC known as soft play room,replace and commission thinmble sensor 10k3
215,Donard Special School - Fail\Donard Special School - Fail-41-45.pdf,UFH Manifold M5 Z2/3,50-3010A Donard SCS ,trend iq221,1,13-1-2020,13,1,2020,N/A,Satisfactory,N/A,N/A,N/A,N/A,N/A,Satisfactory,Satisfactory,Satisfactory,2,0,4,1,0,0,,,1,teleheads,2 x heads removed,replace and test
216,Donard Special School - Fail\Donard Special School - Fail-46-50.pdf,UFH Manifold M6 - Z2,50-3010A Donard SCS ,trend iq221,1,13-1-2020,13,1,2020,N/A,Satisfactory,N/A,N/A,N/A,N/A,N/A,Satisfactory,Satisfactory,Satisfactory,2,0,3,1,0,0,,,1,Girls Changing,faulty Tele head,Replace
217,Donard Special School - Fail\Donard Special School - Fail-51-55.pdf,UFH Manifold M7 - Z2,50-3010A Donard SCS ,trend iq412,1,13-1-2020,13,1,2020,N/A,Satisfactory,N/A,N/A,N/A,N/A,N/A,Satisfactory,Satisfactory,Satisfactory,2,0,3,0,0,0,,,0,,,
218,Donard Special School - Fail\Donard Special School - Fail-56-60.pdf,UFH Manifold M7 - Z3,50-3010A Donard SCS ,trend iq221,1,13-1-2020,13,1,2020,N/A,Satisfactory,N/A,N/A,N/A,N/A,N/A,Satisfactory,Satisfactory,Satisfactory,4,0,6,1,0,0,,,0,,,
219,Donard Special School - Fail\Donard Special School - Fail-61-65.pdf,UFH Manifold M8 - Z3,50-3010A Donard SCS ,trend iq221,1,13-1-2020,13,1,2020,N/A,Satisfactory,N/A,N/A,N/A,N/A,N/A,Satisfactory,Satisfactory,Satisfactory,4,0,5,1,0,0,,,2,"Rm 19,Rm 18","Faulty sensor,Faulty sensor",Replace
220,Donard Special School - Fail\Donard Special School - Fail-66-70.pdf,UFH Manifold M9 - Z3,50-3010A Donard SCS ,trend iq221,1,13-1-2020,13,1,2020,N/A,Satisfactory,N/A,N/A,N/A,N/A,N/A,Satisfactory,Satisfactory,Satisfactory,4,0,6,1,0,0,,,0,,,
221,Donard Special School - Fail\Donard Special School - Fail-71-75.pdf,UFH Manifold M10 - Z3,50-3010A Donard SCS ,trend iq221,1,13-1-2020,13,1,2020,N/A,Satisfactory,N/A,N/A,N/A,N/A,N/A,Satisfactory,Satisfactory,Satisfactory,4,0,5,1,0,0,,,0,,,
222,Donard Special School - Fail\Donard Special School - Fail-76-81.pdf,UFH Manifold M11 Ext,50-3010A Donard SCS ,trend iq4e,1,13-1-2020,13,1,2020,N/A,Satisfactory,N/A,N/A,N/A,N/A,N/A,Satisfactory,Satisfactory,Satisfactory,7,3,1,7,0,0,UFH,1,0,,,
223,Donard Special School - Fail\Donard Special School - Fail-82-87.pdf,UFH Manifold M12 Ext,50-3010A Donard SCS ,trend iq4e,1,13-1-2020,13,1,2020,N/A,Satisfactory,N/A,N/A,N/A,N/A,N/A,Satisfactory,Satisfactory,Satisfactory,5,3,1,5,0,0,UFH,1,0,,,
224,Donard Special School - Fail\Donard Special School - Fail-88-93.pdf,UFH Manifold M13 Ext,50-3010A Donard SCS ,trend iq4e,1,13-1-2020,13,1,2020,N/A,Satisfactory,N/A,N/A,N/A,N/A,N/A,Satisfactory,Satisfactory,Satisfactory,6,3,1,6,0,0,UFH,1,0,,,
225,Donard Special School - Fail\Donard Special School - Fail-94-99.pdf,UFH Manifold M14 Dining Area,50-3010A Donard SCS ,trend iq412,1,13-1-2020,13,1,2020,N/A,Satisfactory,N/A,N/A,N/A,N/A,N/A,Satisfactory,Satisfactory,Satisfactory,3,0,1,3,0,0,Dininghall HTG,1,0,,,
226,Millington PS - Fail\Millington PS - Fail-1-9.pdf,Mf1,50-0124A Millington PS Portadown ,Trend IQ ECO 38 x2,1,18-12-2019,18,12,2019,N/A,Satisfactory,N/A,N/A,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,N/A,11,5,1,9,0,0,,,1,"Rm 19,Rm 18",Manifold access poor,install access doors
227,Millington PS - Fail\Millington PS - Fail-10-28.pdf,Boilerhouse,50-0124A Millington Primary School ,"Trend IQ4E, 8AO,8UI x2,8OI,8UI0,4Nc,IQ View 8",7,16-12-2019,16,12,2019,N/A,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,N/A,13,21,1,18,8,0,"HRU,School DHW,SMK DHW,SMK CT HTG,New School FF UFH,Assembly Hall Rad HTG,New School GF UFH,Natural Vent Enable",8,3,"timemaster,ODA,smk meter","not installed so loosing/gaining time,Sensor in wrong location,faulty","software changes,relocate,replace"
228,Millington PS - Fail\Millington PS - Fail-100-109.pdf,Old School Store,50-0124A Millington PS ,"Cylon Unitron UC16PG-R,Keypad",2,19-12-2019,19,12,2019,Un-Satisfactory,Satisfactory,N/A,N/A,N/A,Satisfactory,Satisfactory,Satisfactory,Satisfactory,N/A,4,0,1,1,0,0,"Classroom 1,Classroom 2,Classroom 3,Resource",4,1,Room sensor,faulty,replace
229,Millington PS - Fail\Millington PS - Fail-29-36.pdf,Existing School FF Panel (Teachers Office Store),50-0124A Millington PS ,"8Ao,8ui,8Uio",3,19-12-2019,19,12,2019,N/A,Satisfactory,N/A,N/A,N/A,Satisfactory,Satisfactory,Satisfactory,Satisfactory,N/A,14,0,8,0,0,0,Exsisting Sch F/F Heating,1,2,"multi purpose,class 22","sensor fautly,sensor fautly","replace,replace"
230,Millington PS - Fail\Millington PS - Fail-37-45.pdf,Existing School GF Panel (cleaners Store),50-0124A Millington PS ,"Trend iQ4E,8Ao,8Ui,8Di",4,19-12-2019,19,12,2019,N/A,Satisfactory,N/A,N/A,N/A,Satisfactory,Satisfactory,Satisfactory,Satisfactory,N/A,15,6,10,0,0,0,Exsisting Sch G/F Heating,1,2,"Class 9,Girls Wc","Sensor/co2 combi faulty,actuator faulty","replace,replace"
231,Millington PS - Fail\Millington PS - Fail-46-53.pdf,Mf2,50-0124A Millington PS Portadown ,Trend IQ ECO 38 x2,1,18-12-2019,18,12,2019,N/A,Satisfactory,N/A,N/A,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,N/A,8,3,1,7,0,0,,,1,"Class 9,Girls Wc",Manifold access poor,install access doors
232,Millington PS - Fail\Millington PS - Fail-54-60.pdf,Mf3,50-0124A Millington PS Portadown ,Trend IQ ECO 38 x2,1,18-12-2019,18,12,2019,N/A,Satisfactory,N/A,N/A,Satisfactory,Satisfactory,N/A,Satisfactory,Satisfactory,N/A,7,3,1,5,0,0,,,2,immersion sensor,"Manifold access poor,faulty","install access doors,replace"
233,Millington PS - Fail\Millington PS - Fail-61-67.pdf,Mf4,50-0124A Millington PS Portadown ,Trend IQ ECO 38 x2,1,18-12-2019,18,12,2019,N/A,Satisfactory,N/A,N/A,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,N/A,7,3,1,5,0,0,,,3,"Screed Sensor,Cloaks Tele","Manifold access poor,faulty,Faulty","install access doors,Remove From Software,Replace"
234,Millington PS - Fail\Millington PS - Fail-68-76.pdf,MG1,50-0124A Millington PS Portadown ,Trend IQ ECO 38 x2,1,17-12-2019,17,12,2019,N/A,Satisfactory,N/A,N/A,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,N/A,10,3,0,10,0,0,,,1,"Screed Sensor,Cloaks Tele",Manifold access poor,install access doors
235,Millington PS - Fail\Millington PS - Fail-77-83.pdf,MG2,50-0124A Millington PS Portadown ,Trend IQ ECO 38 x2,1,18-12-2019,18,12,2019,N/A,Satisfactory,N/A,N/A,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,N/A,6,3,0,8,0,0,,,1,"Screed Sensor,Cloaks Tele",Manifold access poor,install access doors
236,Millington PS - Fail\Millington PS - Fail-84-92.pdf,MG3,50-0124A Millington PS Portadown ,Trend IQ ECO 38 x2,1,17-12-2019,17,12,2019,N/A,Satisfactory,N/A,N/A,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,N/A,8,3,0,10,0,0,,,1,"Screed Sensor,Cloaks Tele",Manifold access poor,install access doors
237,Millington PS - Fail\Millington PS - Fail-93-99.pdf,MG4,50-0124A Millington PS Portadown ,Trend IQ ECO 38,1,19-12-2019,19,12,2019,N/A,Satisfactory,N/A,N/A,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,N/A,7,3,0,8,0,0,,,2,Sensor,"Manifold access poor,corridor sensor faulty","install access doors,replace"
238,Rathore Special School - Fail\Rathore Special School - Fail-1-14.pdf,Main Boilerhouse,50-3012A Rathore School ,"IQ251, NDP",2,18-2-2020,18,2,2020,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,12,8,2,16,0,6,"School HTG,School CT Circuit,Kitchen HTG,Kitch DHW,School DHW",5,2,Sensor,"Mechanical issue with school DHW Sec Pump location,Meters not connected","Mech Rep to further,Replacements"
239,Rathore Special School - Fail\Rathore Special School - Fail-102-106.pdf,New Extension Manifold M2,50-3012A Rathore School ,"IQ4E, 8UIO",2,17-2-2020,17,2,2020,N/A,Satisfactory,N/A,N/A,N/A,Satisfactory,N/A,Satisfactory,Satisfactory,N/A,8,0,1,8,0,0,,,3,"1,2,3","D7 wired iincorrectly on controller,O.T Room Sensor fauly,Class Room Return is poor","rectified to allow head to open for heat,replace,mech eng to further"
240,Rathore Special School - Fail\Rathore Special School - Fail-107-111.pdf,New Extension Manifold M3,50-3012A Rathore School ,"IQ4E, 8UIO",2,17-2-2020,17,2,2020,N/A,Satisfactory,N/A,N/A,N/A,Satisfactory,N/A,Satisfactory,Satisfactory,N/A,9,0,1,7,0,0,,,1,mech,"mechanical issue with manifold due to high temps getiing through circuitseven when all plant off and closed","rectified to allow head to open for heat,replace,mech eng to further"
241,Rathore Special School - Fail\Rathore Special School - Fail-112-121.pdf,Top BH Manifold 14 & 15,50-3012A Rathore School ,Trend IQ251,1,17-2-2020,17,2,2020,N/A,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,N/A,11,9,3,14,0,1,Heating Enable,1,1,Manifold 14,Hi Limit valve needs replced Faulty,Replace valve
242,Rathore Special School - Fail\Rathore Special School - Fail-15-19.pdf,Manifold M1,50-3012A Rathore School ,IQ221,1,17-2-2020,17,2,2020,N/A,Satisfactory,N/A,N/A,N/A,Satisfactory,N/A,Satisfactory,Satisfactory,N/A,5,1,1,5,0,0,,,0,,,
243,Rathore Special School - Fail\Rathore Special School - Fail-20-24.pdf,Manifold M2,50-3012A Rathore School ,IQ 221,1,17-2-2020,17,2,2020,N/A,Satisfactory,N/A,N/A,N/A,Satisfactory,N/A,Satisfactory,Satisfactory,N/A,5,1,1,5,0,0,,,2,"sensor,isolator","Mixed Flow Sensor Bent. Unable to remove form pocket,broken from din rail clips and pins missing","replace,replace"
244,Rathore Special School - Fail\Rathore Special School - Fail-25-29.pdf,Manifold M3,50-3012A Rathore School ,IQ 221,1,17-2-2020,17,2,2020,N/A,Satisfactory,N/A,N/A,N/A,Satisfactory,N/A,Satisfactory,Satisfactory,N/A,3,1,1,3,0,0,,,1,Mixed Flow Sensor,Bent. Unable to remove form pocket. Trunking obstructing,replace with strap on sensor
245,Rathore Special School - Fail\Rathore Special School - Fail-30-34.pdf,Manifold M4,50-3012A Rathore School ,IQ 221,1,17-2-2020,17,2,2020,N/A,Satisfactory,N/A,N/A,N/A,Satisfactory,N/A,Satisfactory,Satisfactory,N/A,4,1,1,4,0,0,,,1,Teleheads,2 x teleheads,replace
246,Rathore Special School - Fail\Rathore Special School - Fail-35-39.pdf,Manifold M5,50-3012A Rathore School ,IQ 223,1,17-2-2020,17,2,2020,N/A,Satisfactory,N/A,N/A,N/A,Satisfactory,N/A,Satisfactory,Satisfactory,N/A,2,1,1,2,0,0,,,0,,,
247,Rathore Special School - Fail\Rathore Special School - Fail-40-44.pdf,Manifold M6,50-3012A Rathore School ,IQ 223,1,17-2-2020,17,2,2020,N/A,Satisfactory,N/A,N/A,N/A,N/A,N/A,Satisfactory,Satisfactory,N/A,5,1,1,5,0,0,,,0,,,
248,Rathore Special School - Fail\Rathore Special School - Fail-45-49.pdf,Manifold M2,50-3012A Rathore School ,IQ 221,1,17-2-2020,17,2,2020,N/A,Satisfactory,N/A,N/A,N/A,Satisfactory,N/A,Un-Satisfactory,Satisfactory,N/A,4,0,1,3,0,0,,,2,"hi limit,Lamps","actuator gear box slipping,poor illumination","replace,replace"
249,Rathore Special School - Fail\Rathore Special School - Fail-50-54.pdf,Manifold M13,50-3012A Rathore School ,IQ 223,1,17-2-2020,17,2,2020,N/A,Satisfactory,N/A,N/A,N/A,Satisfactory,N/A,Satisfactory,Satisfactory,N/A,6,1,1,5,0,0,,,2,"Mixing valve,Hi Limit valve","Actuator fault and valve seized,actuator faulty and new valve needed","Replace 24V 0-10 actuater linkage and valve,replace 230V actuator and 25mm valve"
250,Rathore Special School - Fail\Rathore Special School - Fail-55-62.pdf,Manifold MB7,50-3012A Rathore School ,Trend IQ223,1,18-2-2020,18,2,2020,N/A,Satisfactory,N/A,N/A,N/A,Satisfactory,N/A,Satisfactory,Satisfactory,N/A,6,1,6,1,0,0,,,0,,,
251,Rathore Special School - Fail\Rathore Special School - Fail-63-70.pdf,Manifold MB8,50-3012A Rathore School ,Trend IQ223,1,18-2-2020,18,2,2020,N/A,Satisfactory,N/A,N/A,N/A,Satisfactory,N/A,Satisfactory,Satisfactory,N/A,6,1,6,1,0,0,,,0,,,
252,Rathore Special School - Fail\Rathore Special School - Fail-71-77.pdf,Manifold MB9,50-3012A Rathore School ,Trend IQ221,1,18-2-2020,18,2,2020,N/A,Satisfactory,N/A,N/A,N/A,Satisfactory,N/A,Satisfactory,Satisfactory,N/A,5,1,5,1,0,0,,,1,Man Vt Valve,"Actuator Faulty, valve seized",Replace both
253,Rathore Special School - Fail\Rathore Special School - Fail-78-84.pdf,Manifold MB10,50-3012A Rathore School ,Trend IQ221,1,18-2-2020,18,2,2020,N/A,Satisfactory,N/A,N/A,N/A,Satisfactory,N/A,Satisfactory,Satisfactory,N/A,5,1,5,1,0,0,,,0,,,
254,Rathore Special School - Fail\Rathore Special School - Fail-85-90.pdf,Manifold MF16,50-3012A Rathore School ,Trend IQ3 96,1,17-2-2020,17,2,2020,N/A,Satisfactory,N/A,N/A,N/A,N/A,N/A,Satisfactory,Satisfactory,N/A,6,0,1,4,0,0,,,0,,,
255,Rathore Special School - Fail\Rathore Special School - Fail-91-101.pdf,New Extension Boilerhouse,50-3012A Rathore School ,"IQ4E, 8UIO",2,18-2-2020,18,2,2020,N/A,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,N/A,8,7,1,8,0,2,"Gas Fired Water Heater,UFH 1 HTG,UFH 2 HTG,UFH 3 HTG",4,1,boiler,locked out,Comp rep to further
